especie,latitude_centro,latitude_min,latitude_max,regiao_geografica,codigo,categoria
Lagenorhynchus acutus,32.5,30.0,35.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus acutus,27.5,25.0,30.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus acutus,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Lagenorhynchus acutus,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus acutus,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus acutus,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus acutus,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus acutus,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus acutus,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus acutus,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus acutus,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus acutus,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus acutus,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus acutus,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus albirostris,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lagenorhynchus albirostris,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lagenorhynchus albirostris,77.5,75.0,80.0,Artico,1,distribuicao_prevista
Lagenorhynchus albirostris,72.5,70.0,75.0,Artico,1,distribuicao_prevista
Lagenorhynchus albirostris,67.5,65.0,70.0,Artico,1,distribuicao_prevista
Lagenorhynchus albirostris,62.5,60.0,65.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus albirostris,57.5,55.0,60.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus albirostris,52.5,50.0,55.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus albirostris,47.5,45.0,50.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus albirostris,42.5,40.0,45.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus albirostris,37.5,35.0,40.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus albirostris,32.5,30.0,35.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus albirostris,27.5,25.0,30.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus albirostris,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus albirostris,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus albirostris,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus albirostris,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus albirostris,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus albirostris,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus albirostris,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus albirostris,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus albirostris,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus albirostris,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus albirostris,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus albirostris,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus cruciger,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lagenorhynchus cruciger,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lagenorhynchus cruciger,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Lagenorhynchus cruciger,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Lagenorhynchus cruciger,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Lagenorhynchus cruciger,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,57.5,55.0,60.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,52.5,50.0,55.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,47.5,45.0,50.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,42.5,40.0,45.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,37.5,35.0,40.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,32.5,30.0,35.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,27.5,25.0,30.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus cruciger,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus cruciger,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus cruciger,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus cruciger,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus cruciger,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus cruciger,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus cruciger,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus cruciger,-52.5,-55.0,-50.0,Subantartico,2,coberto_por_censo
Lagenorhynchus cruciger,-57.5,-60.0,-55.0,Subantartico,2,coberto_por_censo
Lagenorhynchus cruciger,-62.5,-65.0,-60.0,Subantartico,2,coberto_por_censo
Lagenorhynchus cruciger,-67.5,-70.0,-65.0,Antartica,2,coberto_por_censo
Lagenorhynchus cruciger,-72.5,-75.0,-70.0,Antartica,2,coberto_por_censo
Lagenorhynchus cruciger,-77.5,-80.0,-75.0,Antartica,2,coberto_por_censo
Lagenorhynchus obliquidens,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,62.5,60.0,65.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus obliquidens,57.5,55.0,60.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus obliquidens,52.5,50.0,55.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus obliquidens,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus obliquidens,42.5,40.0,45.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus obliquidens,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus obliquidens,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus obliquidens,27.5,25.0,30.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenorhynchus obliquidens,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Lagenorhynchus obliquidens,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Lagenorhynchus obliquidens,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obliquidens,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obliquidens,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obliquidens,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Lagenorhynchus obliquidens,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus obliquidens,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus obliquidens,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus obscurus,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obscurus,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obscurus,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obscurus,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obscurus,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Lagenorhynchus obscurus,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,57.5,55.0,60.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,52.5,50.0,55.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,47.5,45.0,50.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,42.5,40.0,45.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,37.5,35.0,40.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,32.5,30.0,35.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,27.5,25.0,30.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenorhynchus obscurus,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obscurus,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obscurus,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obscurus,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obscurus,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lagenorhynchus obscurus,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenorhynchus obscurus,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenorhynchus obscurus,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Lagenorhynchus obscurus,-52.5,-55.0,-50.0,Subantartico,1,distribuicao_prevista
Lagenorhynchus obscurus,-57.5,-60.0,-55.0,Subantartico,1,distribuicao_prevista
Lagenorhynchus obscurus,-62.5,-65.0,-60.0,Subantartico,1,distribuicao_prevista
Lagenorhynchus obscurus,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus obscurus,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus obscurus,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Lissodelphis borealis,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lissodelphis borealis,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lissodelphis borealis,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Lissodelphis borealis,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Lissodelphis borealis,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Lissodelphis borealis,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lissodelphis borealis,57.5,55.0,60.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lissodelphis borealis,52.5,50.0,55.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lissodelphis borealis,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lissodelphis borealis,42.5,40.0,45.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lissodelphis borealis,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lissodelphis borealis,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lissodelphis borealis,27.5,25.0,30.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lissodelphis borealis,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Lissodelphis borealis,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Lissodelphis borealis,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lissodelphis borealis,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lissodelphis borealis,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Lissodelphis borealis,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lissodelphis borealis,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Lissodelphis borealis,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Lissodelphis borealis,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Lissodelphis borealis,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Lissodelphis borealis,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Lissodelphis borealis,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Orcinus orca,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Orcinus orca,82.5,80.0,85.0,Artico,1,distribuicao_prevista
Orcinus orca,77.5,75.0,80.0,Artico,1,distribuicao_prevista
Orcinus orca,72.5,70.0,75.0,Artico,1,distribuicao_prevista
Orcinus orca,67.5,65.0,70.0,Artico,1,distribuicao_prevista
Orcinus orca,62.5,60.0,65.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Orcinus orca,57.5,55.0,60.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,52.5,50.0,55.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,42.5,40.0,45.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Orcinus orca,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Orcinus orca,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Orcinus orca,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Orcinus orca,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Orcinus orca,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Orcinus orca,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Orcinus orca,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Orcinus orca,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Orcinus orca,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Orcinus orca,-52.5,-55.0,-50.0,Subantartico,2,coberto_por_censo
Orcinus orca,-57.5,-60.0,-55.0,Subantartico,2,coberto_por_censo
Orcinus orca,-62.5,-65.0,-60.0,Subantartico,2,coberto_por_censo
Orcinus orca,-67.5,-70.0,-65.0,Antartica,2,coberto_por_censo
Orcinus orca,-72.5,-75.0,-70.0,Antartica,2,coberto_por_censo
Orcinus orca,-77.5,-80.0,-75.0,Antartica,2,coberto_por_censo
Peponocephala electra,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Peponocephala electra,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Peponocephala electra,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Peponocephala electra,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Peponocephala electra,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Peponocephala electra,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Peponocephala electra,57.5,55.0,60.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Peponocephala electra,52.5,50.0,55.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Peponocephala electra,47.5,45.0,50.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Peponocephala electra,42.5,40.0,45.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Peponocephala electra,37.5,35.0,40.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Peponocephala electra,32.5,30.0,35.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Peponocephala electra,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Peponocephala electra,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Peponocephala electra,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Peponocephala electra,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Peponocephala electra,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Peponocephala electra,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Peponocephala electra,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Peponocephala electra,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Peponocephala electra,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Peponocephala electra,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Peponocephala electra,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Peponocephala electra,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Peponocephala electra,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Peponocephala electra,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Peponocephala electra,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Peponocephala electra,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
