especie,latitude_centro,latitude_min,latitude_max,regiao_geografica,codigo,categoria
Eschrichtius robustus,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Eschrichtius robustus,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Eschrichtius robustus,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Eschrichtius robustus,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Eschrichtius robustus,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Eschrichtius robustus,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Eschrichtius robustus,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Eschrichtius robustus,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Eschrichtius robustus,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Eschrichtius robustus,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Eschrichtius robustus,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Eschrichtius robustus,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Delphinus capensis,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Delphinus capensis,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Delphinus capensis,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Delphinus capensis,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Delphinus capensis,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Delphinus capensis,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Delphinus capensis,57.5,55.0,60.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Delphinus capensis,52.5,50.0,55.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Delphinus capensis,47.5,45.0,50.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Delphinus capensis,42.5,40.0,45.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Delphinus capensis,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus capensis,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus capensis,27.5,25.0,30.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Delphinus capensis,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Delphinus capensis,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Delphinus capensis,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Delphinus capensis,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Delphinus capensis,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Delphinus capensis,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus capensis,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Delphinus capensis,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Delphinus capensis,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Delphinus capensis,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Delphinus capensis,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Delphinus capensis,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Delphinus capensis,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Delphinus delphis,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Delphinus delphis,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Delphinus delphis,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Delphinus delphis,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Delphinus delphis,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Delphinus delphis,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Delphinus delphis,57.5,55.0,60.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,52.5,50.0,55.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,42.5,40.0,45.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Delphinus delphis,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Delphinus delphis,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Delphinus delphis,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Delphinus delphis,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Delphinus delphis,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Delphinus delphis,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Delphinus delphis,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Delphinus delphis,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Delphinus delphis,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Delphinus delphis,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus delphis,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus delphis,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus delphis,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus delphis,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus delphis,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Delphinus delphis,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Delphinus delphis,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Delphinus delphis,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Delphinus delphis,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Delphinus delphis,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Delphinus delphis,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Feresa attenuata,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Feresa attenuata,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Feresa attenuata,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Feresa attenuata,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Feresa attenuata,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Feresa attenuata,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Feresa attenuata,57.5,55.0,60.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Feresa attenuata,52.5,50.0,55.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Feresa attenuata,47.5,45.0,50.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Feresa attenuata,42.5,40.0,45.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Feresa attenuata,37.5,35.0,40.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Feresa attenuata,32.5,30.0,35.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Feresa attenuata,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Feresa attenuata,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Feresa attenuata,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Feresa attenuata,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Feresa attenuata,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Feresa attenuata,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Feresa attenuata,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Feresa attenuata,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Feresa attenuata,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Feresa attenuata,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Feresa attenuata,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Feresa attenuata,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Feresa attenuata,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Feresa attenuata,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Feresa attenuata,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Feresa attenuata,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Feresa attenuata,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Feresa attenuata,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Feresa attenuata,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Feresa attenuata,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Feresa attenuata,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Feresa attenuata,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Globicephala macrorhynchus,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Globicephala macrorhynchus,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Globicephala macrorhynchus,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Globicephala macrorhynchus,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Globicephala macrorhynchus,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Globicephala macrorhynchus,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Globicephala macrorhynchus,57.5,55.0,60.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala macrorhynchus,52.5,50.0,55.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala macrorhynchus,47.5,45.0,50.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala macrorhynchus,42.5,40.0,45.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala macrorhynchus,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala macrorhynchus,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala macrorhynchus,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala macrorhynchus,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Globicephala macrorhynchus,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Globicephala macrorhynchus,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Globicephala macrorhynchus,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Globicephala macrorhynchus,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Globicephala macrorhynchus,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala macrorhynchus,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Globicephala macrorhynchus,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Globicephala macrorhynchus,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Globicephala macrorhynchus,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Globicephala macrorhynchus,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Globicephala macrorhynchus,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Globicephala melas,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Globicephala melas,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Globicephala melas,77.5,75.0,80.0,Artico,1,distribuicao_prevista
Globicephala melas,72.5,70.0,75.0,Artico,2,coberto_por_censo
Globicephala melas,67.5,65.0,70.0,Artico,2,coberto_por_censo
Globicephala melas,62.5,60.0,65.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala melas,57.5,55.0,60.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala melas,52.5,50.0,55.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala melas,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Globicephala melas,42.5,40.0,45.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala melas,37.5,35.0,40.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala melas,32.5,30.0,35.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala melas,27.5,25.0,30.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Globicephala melas,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",1,distribuicao_prevista
Globicephala melas,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Globicephala melas,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Globicephala melas,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Globicephala melas,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",0,fora_da_distribuicao
Globicephala melas,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Globicephala melas,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Globicephala melas,-52.5,-55.0,-50.0,Subantartico,2,coberto_por_censo
Globicephala melas,-57.5,-60.0,-55.0,Subantartico,2,coberto_por_censo
Globicephala melas,-62.5,-65.0,-60.0,Subantartico,2,coberto_por_censo
Globicephala melas,-67.5,-70.0,-65.0,Antartica,3,censo_fora_da_distribuicao
Globicephala melas,-72.5,-75.0,-70.0,Antartica,3,censo_fora_da_distribuicao
Globicephala melas,-77.5,-80.0,-75.0,Antartica,3,censo_fora_da_distribuicao
Grampus griseus,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Grampus griseus,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Grampus griseus,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Grampus griseus,72.5,70.0,75.0,Artico,1,distribuicao_prevista
Grampus griseus,67.5,65.0,70.0,Artico,1,distribuicao_prevista
Grampus griseus,62.5,60.0,65.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Grampus griseus,57.5,55.0,60.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Grampus griseus,52.5,50.0,55.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Grampus griseus,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Grampus griseus,42.5,40.0,45.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Grampus griseus,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Grampus griseus,32.5,30.0,35.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Grampus griseus,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Grampus griseus,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Grampus griseus,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Grampus griseus,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Grampus griseus,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Grampus griseus,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Grampus griseus,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Grampus griseus,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Grampus griseus,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Grampus griseus,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Grampus griseus,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Grampus griseus,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Grampus griseus,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Grampus griseus,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Grampus griseus,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Grampus griseus,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Grampus griseus,-52.5,-55.0,-50.0,Subantartico,1,distribuicao_prevista
Grampus griseus,-57.5,-60.0,-55.0,Subantartico,1,distribuicao_prevista
Grampus griseus,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Grampus griseus,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Grampus griseus,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Grampus griseus,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Lagenodelphis hosei,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lagenodelphis hosei,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lagenodelphis hosei,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Lagenodelphis hosei,72.5,70.0,75.0,Artico,0,fora_da_distribuicao
Lagenodelphis hosei,67.5,65.0,70.0,Artico,0,fora_da_distribuicao
Lagenodelphis hosei,62.5,60.0,65.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenodelphis hosei,57.5,55.0,60.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenodelphis hosei,52.5,50.0,55.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenodelphis hosei,47.5,45.0,50.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenodelphis hosei,42.5,40.0,45.0,"America do Norte, Europa e Asia",0,fora_da_distribuicao
Lagenodelphis hosei,37.5,35.0,40.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenodelphis hosei,32.5,30.0,35.0,"America do Norte, Europa e Asia",1,distribuicao_prevista
Lagenodelphis hosei,27.5,25.0,30.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenodelphis hosei,22.5,20.0,25.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Lagenodelphis hosei,17.5,15.0,20.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Lagenodelphis hosei,12.5,10.0,15.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Lagenodelphis hosei,7.5,5.0,10.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Lagenodelphis hosei,2.5,0.0,5.0,"America Central, Norte da Africa e SE Asiatico",2,coberto_por_censo
Lagenodelphis hosei,-2.5,-5.0,0.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Lagenodelphis hosei,-7.5,-10.0,-5.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Lagenodelphis hosei,-12.5,-15.0,-10.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",2,coberto_por_censo
Lagenodelphis hosei,-17.5,-20.0,-15.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenodelphis hosei,-22.5,-25.0,-20.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenodelphis hosei,-27.5,-30.0,-25.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenodelphis hosei,-32.5,-35.0,-30.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenodelphis hosei,-37.5,-40.0,-35.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",1,distribuicao_prevista
Lagenodelphis hosei,-42.5,-45.0,-40.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenodelphis hosei,-47.5,-50.0,-45.0,"America do Sul, Africa Austral, Australia, NZ e Oceania",0,fora_da_distribuicao
Lagenodelphis hosei,-52.5,-55.0,-50.0,Subantartico,0,fora_da_distribuicao
Lagenodelphis hosei,-57.5,-60.0,-55.0,Subantartico,0,fora_da_distribuicao
Lagenodelphis hosei,-62.5,-65.0,-60.0,Subantartico,0,fora_da_distribuicao
Lagenodelphis hosei,-67.5,-70.0,-65.0,Antartica,0,fora_da_distribuicao
Lagenodelphis hosei,-72.5,-75.0,-70.0,Antartica,0,fora_da_distribuicao
Lagenodelphis hosei,-77.5,-80.0,-75.0,Antartica,0,fora_da_distribuicao
Lagenorhynchus acutus,87.5,85.0,90.0,Artico,0,fora_da_distribuicao
Lagenorhynchus acutus,82.5,80.0,85.0,Artico,0,fora_da_distribuicao
Lagenorhynchus acutus,77.5,75.0,80.0,Artico,0,fora_da_distribuicao
Lagenorhynchus acutus,72.5,70.0,75.0,Artico,1,distribuicao_prevista
Lagenorhynchus acutus,67.5,65.0,70.0,Artico,1,distribuicao_prevista
Lagenorhynchus acutus,62.5,60.0,65.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus acutus,57.5,55.0,60.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus acutus,52.5,50.0,55.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus acutus,47.5,45.0,50.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus acutus,42.5,40.0,45.0,"America do Norte, Europa e Asia",2,coberto_por_censo
Lagenorhynchus acutus,37.5,35.0,40.0,"America do Norte, Europa e Asia",2,coberto_por_censo
